>SAMEA6262319.contig00014 len=105750
>SAMN33819335.contig00014 len=59922
>SAMN33819335.contig00023 len=51195
>SAMN33819335.contig00041 len=42816
>SAMN33819335.contig00052 len=38153
>SAMN33819335.contig00061 len=33371
>SAMN33819335.contig00073 len=28623
>SAMN33819335.contig00089 len=26381
>SAMN33819335.contig00096 len=24882
>SAMN33819335.contig00101 len=23082
>SAMN33819335.contig00114 len=20037
>SAMN33819335.contig00125 len=18841
>SAMN33819335.contig00141 len=16383
>SAMN33819335.contig00155 len=14892
>SAMN33819335.contig00161 len=14469
>SAMN33819335.contig00164 len=14318
>SAMN33819335.contig00171 len=13390
>SAMN33819335.contig00172 len=13271
>SAMN33819335.contig00176 len=13071
>SAMN33819335.contig00177 len=13059
>SAMN33819335.contig00181 len=12949
>SAMN33819335.contig00186 len=12737
>SAMN33819335.contig00202 len=11743
>SAMN33819335.contig00205 len=11086
>SAMN33819335.contig00210 len=10760
>SAMN33819335.contig00215 len=10342
>SAMN33819335.contig00217 len=10276
>SAMN33819335.contig00227 len=9437
>SAMN33819335.contig00228 len=9413
>SAMN33819335.contig00232 len=9124
>SAMN33819335.contig00235 len=8682
>SAMN33819335.contig00238 len=8547
>SAMN33819335.contig00240 len=8509
>SAMN33819335.contig00244 len=8224
>SAMN33819335.contig00252 len=7508
>SAMN33819335.contig00257 len=7205
>SAMN33819335.contig00262 len=6686
>SAMN33819335.contig00279 len=5468
>SAMN33819335.contig00288 len=5102
>SAMN33819335.contig00296 len=4800
>SAMN33819335.contig00297 len=4751
>SAMN33819335.contig00304 len=4228
>SAMN33819335.contig00313 len=3826
>SAMN33819335.contig00333 len=3172
>SAMN33819335.contig00344 len=2876
>SAMN33819335.contig00355 len=2419
>SAMN33819336.contig00013 len=58060
>SAMN33819336.contig00025 len=43957
>SAMN33819336.contig00029 len=39657
>SAMN33819336.contig00046 len=31951
>SAMN33819336.contig00085 len=23601
>SAMN33819336.contig00095 len=21817
>SAMN33819336.contig00096 len=21603
>SAMN33819336.contig00099 len=21200
>SAMN33819336.contig00110 len=19138
>SAMN33819336.contig00114 len=18380
>SAMN33819336.contig00117 len=18232
>SAMN33819336.contig00119 len=17966
>SAMN33819336.contig00130 len=16911
>SAMN33819336.contig00148 len=15106
>SAMN33819336.contig00149 len=15091
>SAMN33819336.contig00154 len=14528
>SAMN33819336.contig00155 len=14479
>SAMN33819336.contig00172 len=12542
>SAMN33819336.contig00176 len=12305
>SAMN33819336.contig00197 len=10821
>SAMN33819336.contig00230 len=8330
>SAMN33819336.contig00243 len=7253
>SAMN33819336.contig00251 len=7076
>SAMN33819336.contig00264 len=6207
>SAMN33819336.contig00276 len=5814
>SAMN33819336.contig00290 len=5093
>SAMN33819336.contig00292 len=5031
>SAMN33819336.contig00307 len=4402
>SAMN33819337.contig00011 len=127681
>SAMN33819337.contig00012 len=120050
>SAMN33819337.contig00013 len=119259
>SAMN33819337.contig00015 len=114044
>SAMN33819337.contig00032 len=74988
>SAMN33819337.contig00034 len=72076
>SAMN33819337.contig00037 len=64670
>SAMN33819337.contig00051 len=45462
>SAMN33819337.contig00060 len=35939
>SAMN33819337.contig00066 len=30680
>SAMN33819337.contig00072 len=27801
>SAMN33819337.contig00073 len=27197
>SAMN33819337.contig00075 len=25672
>SAMN33819337.contig00083 len=21007
>SAMN33819337.contig00085 len=19713
>SAMN33819337.contig00086 len=19365
>SAMN33819337.contig00091 len=18681
>SAMN33819337.contig00096 len=15880
>SAMN33819337.contig00100 len=15361
>SAMN33819337.contig00101 len=14598
>SAMN33819337.contig00110 len=9643
>SAMN33819337.contig00117 len=7458
>SAMN33819337.contig00123 len=5199
>SAMN33819337.contig00125 len=4972
>SAMN33819337.contig00146 len=2022
>SAMN33819337.contig00170 len=755
>SAMN33819338.contig00018 len=139396
>SAMN33819338.contig00019 len=139206
>SAMN33819338.contig00023 len=119705
>SAMN33819338.contig00040 len=29847
>SAMN33819340.contig00015 len=159633
>SAMN33819340.contig00017 len=145490
>SAMN33819340.contig00031 len=43285
>SAMN33819340.contig00036 len=34301
>SAMN33819340.contig00037 len=32832
>SAMN33819340.contig00038 len=32220
>SAMN33819342.contig00042 len=41283
>SAMN33819342.contig00045 len=39559
>SAMN33819342.contig00062 len=32013
>SAMN33819342.contig00074 len=28969
>SAMN33819342.contig00096 len=23803
>SAMN33819342.contig00107 len=21599
>SAMN33819342.contig00121 len=18426
>SAMN33819342.contig00130 len=16081
>SAMN33819342.contig00155 len=13302
>SAMN33819342.contig00174 len=11048
>SAMN33819342.contig00177 len=10605
>SAMN33819342.contig00194 len=8275
>SAMN33819342.contig00244 len=3586
>SAMN33819342.contig00262 len=2266
>SAMN33819343.contig00004 len=265147
>SAMN33819343.contig00018 len=128200
>SAMN33819343.contig00024 len=114541
>SAMN33819343.contig00030 len=91138
>SAMN33819343.contig00037 len=81476
>SAMN33819343.contig00038 len=80052
>SAMN33819343.contig00046 len=45349
>SAMN33819343.contig00055 len=28527
>SAMN33819343.contig00060 len=13355
>SAMN33819343.contig00061 len=12716
>SAMN33819343.contig00063 len=11319
>SAMN33819343.contig00067 len=6254
>SAMN33819343.contig00072 len=4407
>SAMN33819343.contig00074 len=3272
>SAMN33819344.contig00003 len=379147
>SAMN33819344.contig00015 len=190141
>SAMN33819344.contig00018 len=174961
>SAMN33819344.contig00022 len=96158
>SAMN33819344.contig00030 len=62248
>SAMN33819344.contig00040 len=34299
>SAMN33819344.contig00041 len=32997
>SAMN33819345.contig00018 len=108761
>SAMN33819345.contig00031 len=71290
>SAMN33819345.contig00034 len=70601
>SAMN33819345.contig00042 len=55780
>SAMN33819345.contig00044 len=53964
>SAMN33819345.contig00049 len=44302
>SAMN33819345.contig00050 len=40600
>SAMN33819345.contig00051 len=40066
>SAMN33819345.contig00053 len=39821
>SAMN33819345.contig00057 len=37520
>SAMN33819345.contig00060 len=33031
>SAMN33819345.contig00063 len=26720
>SAMN33819345.contig00071 len=16596
>SAMN33819345.contig00077 len=9606
>SAMN33819345.contig00080 len=8634
>SAMN33819345.contig00081 len=8541
>SAMN33819345.contig00087 len=4551
>SAMN33819346.contig00008 len=161260
>SAMN33819346.contig00033 len=61802
>SAMN33819346.contig00035 len=60801
>SAMN33819346.contig00040 len=54104
>SAMN33819346.contig00043 len=53229
>SAMN33819346.contig00065 len=33568
>SAMN33819346.contig00066 len=33212
>SAMN33819346.contig00073 len=30845
>SAMN33819346.contig00083 len=24667
>SAMN33819346.contig00086 len=22571
>SAMN33819346.contig00089 len=21282
>SAMN33819346.contig00091 len=19672
>SAMN33819346.contig00092 len=19593
>SAMN33819346.contig00097 len=17270
>SAMN33819346.contig00108 len=13126
>SAMN33819346.contig00112 len=9821
>SAMN33819346.contig00115 len=7127
>SAMN33819346.contig00120 len=5888
>SAMN33819346.contig00126 len=5167
>SAMN33819346.contig00128 len=5075
>SAMN33819346.contig00138 len=3090
>SAMN33819346.contig00148 len=2361
>SAMN33819347.contig00021 len=90527
>SAMN33819347.contig00030 len=76685
>SAMN33819347.contig00036 len=63551
>SAMN33819347.contig00038 len=60263
>SAMN33819347.contig00039 len=60153
>SAMN33819347.contig00044 len=52806
>SAMN33819347.contig00061 len=35255
>SAMN33819347.contig00062 len=35163
>SAMN33819347.contig00066 len=32665
>SAMN33819347.contig00079 len=21896
>SAMN33819347.contig00084 len=17077
>SAMN33819347.contig00085 len=16140
>SAMN33819347.contig00103 len=4011
>SAMN33819347.contig00104 len=3896
>SAMN33819348.contig00015 len=113439
>SAMN33819348.contig00023 len=87655
>SAMN33819348.contig00058 len=29986
>SAMN33819348.contig00060 len=29023
>SAMN33819348.contig00061 len=28222
>SAMN33819348.contig00066 len=26529
>SAMN33819348.contig00073 len=23268
>SAMN33819348.contig00080 len=20449
>SAMN33819348.contig00085 len=17553
>SAMN33819348.contig00103 len=11614
>SAMN33819348.contig00108 len=8222
>SAMN33819350.contig00016 len=114288
>SAMN33819350.contig00020 len=104068
>SAMN33819350.contig00032 len=71887
>SAMN33819350.contig00034 len=64900
>SAMN33819350.contig00043 len=45423
>SAMN33819350.contig00055 len=32977
>SAMN33819350.contig00059 len=30302
>SAMN33819351.contig00025 len=114552
>SAMN33819351.contig00027 len=105163
>SAMN33819351.contig00035 len=76638
>SAMN33819351.contig00039 len=60537
>SAMN33819351.contig00040 len=60153
>SAMN33819351.contig00041 len=56642
>SAMN33819351.contig00047 len=35163
>SAMN33819351.contig00048 len=34314
>SAMN33819351.contig00051 len=30856
>SAMN33819351.contig00053 len=21896
>SAMN33819351.contig00056 len=17077
>SAMN33819351.contig00069 len=5069
>SAMN33819351.contig00070 len=3896
>SAMN33819352.contig00014 len=163753
>SAMN33819352.contig00019 len=108068
>SAMN33819352.contig00037 len=59903
>SAMN33819352.contig00043 len=45410
>SAMN33819352.contig00047 len=40596
>SAMN33819352.contig00058 len=27415
>SAMN33819352.contig00060 len=23438
>SAMN33819352.contig00061 len=23187
>SAMN33819352.contig00066 len=18212
>SAMN33819352.contig00076 len=9549
>SAMN33819352.contig00077 len=7651
>SAMN33819352.contig00079 len=5699
>SAMN33819352.contig00089 len=1279
>SAMN33819353.contig00013 len=118414
>SAMN33819353.contig00026 len=85902
>SAMN33819353.contig00040 len=58369
>SAMN33819353.contig00041 len=57372
>SAMN33819353.contig00044 len=54800
>SAMN33819353.contig00045 len=54780
>SAMN33819353.contig00063 len=33394
>SAMN33819353.contig00064 len=33387
>SAMN33819353.contig00080 len=16694
>SAMN33819353.contig00088 len=12284
>SAMN33819353.contig00096 len=10223
>SAMN33819353.contig00097 len=9939
>SAMN33819353.contig00099 len=9536
>SAMN33819353.contig00100 len=7710
>SAMN33819353.contig00104 len=6854
>SAMN33819353.contig00110 len=4949
>SAMN33819353.contig00115 len=3877
>SAMN33819353.contig00118 len=3408
>SAMN33819353.contig00123 len=2654
>SAMN33819353.contig00124 len=2613
>SAMN33819353.contig00125 len=2535
>SAMN33819353.contig00132 len=2097
>SAMN33819353.contig00158 len=1222
>SAMN33819353.contig00187 len=758
>SAMN33819353.contig00198 len=623
>SAMN33819353.contig00220 len=443
>SAMN33819353.contig00242 len=378
>SAMN33819353.contig00254 len=344
>SAMN33819353.contig00290 len=276
>SAMN33819353.contig00292 len=276
>SAMN33819354.contig00012 len=160453
>SAMN33819354.contig00025 len=94332
>SAMN33819354.contig00030 len=81512
>SAMN33819354.contig00031 len=78676
>SAMN33819354.contig00033 len=68400
>SAMN33819354.contig00039 len=49286
>SAMN33819354.contig00040 len=49150
>SAMN33819354.contig00042 len=48754
>SAMN33819354.contig00044 len=44281
>SAMN33819354.contig00046 len=40730
>SAMN33819354.contig00050 len=32806
>SAMN33819354.contig00053 len=26471
>SAMN33819355.contig00001 len=602376
>SAMN33819355.contig00004 len=362310
>SAMN33819355.contig00012 len=188552
>SAMN33819355.contig00014 len=178276
>SAMN33819355.contig00017 len=120158
>SAMN33819355.contig00024 len=83400
>SAMN33819355.contig00042 len=32977
>SAMN33819356.contig00006 len=237687
>SAMN33819356.contig00007 len=220174
>SAMN33819356.contig00010 len=186951
>SAMN33819356.contig00014 len=170712
>SAMN33819356.contig00029 len=95462
>SAMN33819356.contig00037 len=80182
>SAMN33819356.contig00039 len=74135
>SAMN33819356.contig00042 len=63178
>SAMN33819356.contig00049 len=32678
>SAMN33819356.contig00056 len=14869
>SAMN33819356.contig00058 len=10654
>SAMN33819356.contig00062 len=7443
>SAMN33819356.contig00063 len=6745
>SAMN33819357.contig00003 len=82922
>SAMN33819357.contig00009 len=68138
>SAMN33819357.contig00011 len=64966
>SAMN33819357.contig00014 len=58618
>SAMN33819357.contig00027 len=49189
>SAMN33819357.contig00037 len=43695
>SAMN33819357.contig00073 len=29840
>SAMN33819357.contig00074 len=29404
>SAMN33819357.contig00084 len=26988
>SAMN33819357.contig00087 len=26455
>SAMN33819357.contig00089 len=26362
>SAMN33819357.contig00092 len=25562
>SAMN33819357.contig00099 len=24869
>SAMN33819357.contig00102 len=24569
>SAMN33819357.contig00115 len=21899
>SAMN33819357.contig00119 len=21345
>SAMN33819357.contig00143 len=18181
>SAMN33819357.contig00177 len=12934
>SAMN33819357.contig00195 len=11157
>SAMN33819357.contig00204 len=9887
>SAMN33819357.contig00212 len=9675
>SAMN33819357.contig00227 len=8360
>SAMN33819357.contig00235 len=7642
>SAMN33819357.contig00245 len=6517
>SAMN33819357.contig00253 len=6035
>SAMN33819357.contig00255 len=5879
>SAMN33819357.contig00257 len=5696
>SAMN33819357.contig00275 len=4698
>SAMN33819357.contig00279 len=4607
>SAMN33819357.contig00282 len=4436
>SAMN33819357.contig00286 len=4316
>SAMN33819357.contig00287 len=4234
>SAMN33819357.contig00318 len=2703
>SAMN33819358.contig00014 len=168844
>SAMN33819358.contig00019 len=126665
>SAMN33819358.contig00024 len=92515
>SAMN33819358.contig00027 len=87898
>SAMN33819358.contig00030 len=76371
>SAMN33819358.contig00044 len=44016
>SAMN33819358.contig00045 len=43206
>SAMN33819358.contig00051 len=32972
>SAMN33819358.contig00063 len=17431
>SAMN33819358.contig00065 len=10071
>SAMN33819358.contig00069 len=6638
>SAMN33819358.contig00071 len=5703
>SAMN33819358.contig00072 len=5206
>SAMN33819358.contig00077 len=3750
>SAMN33819358.contig00078 len=3576
>SAMN33819358.contig00080 len=3363
>SAMN33819358.contig00092 len=2314
>SAMN33819358.contig00131 len=406
>SAMN33819358.contig00136 len=335
>SAMN33819359.contig00002 len=505336
>SAMN33819359.contig00006 len=308657
>SAMN33819359.contig00011 len=203104
>SAMN33819359.contig00014 len=135045
>SAMN33819359.contig00016 len=128934
>SAMN33819359.contig00027 len=64004
>SAMN33819359.contig00030 len=59937
>SAMN33819359.contig00050 len=12714
>SAMN33819359.contig00055 len=5554
>SAMN33819360.contig00013 len=151492
>SAMN33819360.contig00018 len=120291
>SAMN33819360.contig00022 len=100279
>SAMN33819360.contig00038 len=46229
>SAMN33819360.contig00039 len=45794
>SAMN33819360.contig00043 len=34567
>SAMN33819360.contig00046 len=30475
>SAMN33819361.contig00010 len=144755
>SAMN33819361.contig00012 len=127909
>SAMN33819361.contig00015 len=102653
>SAMN33819361.contig00016 len=102414
>SAMN33819361.contig00027 len=81298
>SAMN33819361.contig00036 len=58706
>SAMN33819361.contig00056 len=37930
>SAMN33819361.contig00059 len=32907
>SAMN33819361.contig00062 len=30295
>SAMN33819361.contig00064 len=29400
>SAMN33819361.contig00066 len=27526
>SAMN33819361.contig00076 len=18376
>SAMN33819361.contig00079 len=17147
>SAMN33819361.contig00081 len=16731
>SAMN33819361.contig00087 len=12778
>SAMN33819361.contig00092 len=10852
>SAMN33819361.contig00093 len=10123
>SAMN33819361.contig00097 len=8996
>SAMN33819361.contig00098 len=8696
>SAMN33819361.contig00099 len=8640
>SAMN33819361.contig00103 len=7576
>SAMN33819361.contig00105 len=7021
>SAMN33819361.contig00111 len=5372
>SAMN33819361.contig00112 len=4995
>SAMN33819361.contig00113 len=4362
>SAMN33819361.contig00114 len=4025
>SAMN33819361.contig00120 len=3208
>SAMN33819361.contig00121 len=3036
>SAMN33819361.contig00126 len=2603
>SAMN33819361.contig00128 len=2250
>SAMN33819361.contig00136 len=1841
>SAMN33819361.contig00139 len=1654
>SAMN33819361.contig00141 len=1471
>SAMN33819361.contig00157 len=1046
>SAMN33819361.contig00202 len=387
>SAMN33819362.contig00013 len=139626
>SAMN33819362.contig00018 len=119916
>SAMN33819362.contig00020 len=106763
>SAMN33819362.contig00031 len=66935
>SAMN33819362.contig00033 len=61099
>SAMN33819362.contig00041 len=34314
>SAMN33819362.contig00044 len=28645
>SAMN33819362.contig00058 len=3309
>SAMN33819363.contig00040 len=57323
>SAMN33819363.contig00044 len=54776
>SAMN33819363.contig00045 len=54748
>SAMN33819363.contig00050 len=49084
>SAMN33819363.contig00053 len=45637
>SAMN33819363.contig00062 len=40321
>SAMN33819363.contig00066 len=37387
>SAMN33819363.contig00072 len=32486
>SAMN33819363.contig00095 len=24811
>SAMN33819363.contig00097 len=23979
>SAMN33819363.contig00114 len=15885
>SAMN33819363.contig00120 len=15525
>SAMN33819363.contig00148 len=5728
>SAMN33819363.contig00151 len=4967
>SAMN33819363.contig00164 len=3303
>SAMN33819364.contig00020 len=103982
>SAMN33819364.contig00032 len=64947
>SAMN33819364.contig00047 len=34341
>SAMN33819364.contig00048 len=32978
>SAMN33819364.contig00050 len=30525
>SAMN33819364.contig00053 len=27146
>SAMN33819364.contig00065 len=7341
>SAMN33819365.contig00016 len=45477
>SAMN33819365.contig00019 len=42261
>SAMN33819365.contig00020 len=41460
>SAMN33819365.contig00034 len=36559
>SAMN33819365.contig00039 len=34472
>SAMN33819365.contig00046 len=31922
>SAMN33819365.contig00052 len=30439
>SAMN33819365.contig00057 len=29480
>SAMN33819365.contig00058 len=29273
>SAMN33819365.contig00095 len=23672
>SAMN33819365.contig00112 len=20669
>SAMN33819365.contig00127 len=18551
>SAMN33819365.contig00129 len=18379
>SAMN33819365.contig00137 len=17677
>SAMN33819365.contig00157 len=14817
>SAMN33819365.contig00158 len=14805
>SAMN33819365.contig00159 len=14689
>SAMN33819365.contig00161 len=14661
>SAMN33819365.contig00163 len=14461
>SAMN33819365.contig00191 len=12299
>SAMN33819365.contig00195 len=12118
>SAMN33819365.contig00212 len=10613
>SAMN33819365.contig00223 len=9440
>SAMN33819365.contig00245 len=8148
>SAMN33819365.contig00252 len=7842
>SAMN33819365.contig00253 len=7762
>SAMN33819365.contig00255 len=7732
>SAMN33819365.contig00302 len=5524
>SAMN33819365.contig00311 len=5172
>SAMN33819365.contig00319 len=4944
>SAMN33819365.contig00322 len=4902
>SAMN33819365.contig00349 len=3879
>SAMN33819365.contig00369 len=3237
>SAMN33819366.contig00019 len=101178
>SAMN33819366.contig00023 len=91749
>SAMN33819366.contig00037 len=51389
>SAMN33819366.contig00045 len=48552
>SAMN33819366.contig00047 len=45985
>SAMN33819366.contig00064 len=16761
>SAMN33819366.contig00069 len=12325
>SAMN33819366.contig00079 len=5012
>SAMN33819367.contig00010 len=187075
>SAMN33819367.contig00025 len=112691
>SAMN33819367.contig00028 len=94488
>SAMN33819367.contig00033 len=80882
>SAMN33819367.contig00039 len=49086
>SAMN33819367.contig00052 len=14841
>SAMN33819367.contig00055 len=9441
>SAMN33819367.contig00057 len=4592
>SAMN33819368.contig00016 len=97353
>SAMN33819368.contig00031 len=71915
>SAMN33819368.contig00035 len=64652
>SAMN33819368.contig00038 len=61888
>SAMN33819368.contig00048 len=55493
>SAMN33819368.contig00052 len=52327
>SAMN33819368.contig00073 len=34015
>SAMN33819368.contig00076 len=31724
>SAMN33819368.contig00078 len=29991
>SAMN33819368.contig00079 len=28491
>SAMN33819368.contig00089 len=24387
>SAMN33819368.contig00104 len=17885
>SAMN33819368.contig00107 len=16713
>SAMN33819368.contig00111 len=16280
>SAMN33819368.contig00116 len=14407
>SAMN33819368.contig00120 len=12641
>SAMN33819368.contig00123 len=11809
>SAMN33819368.contig00131 len=9820
>SAMN33819368.contig00146 len=5504
>SAMN33819368.contig00147 len=5031
>SAMN33819368.contig00149 len=4515
>SAMN33819368.contig00154 len=3555
>SAMN33819368.contig00167 len=2361
>SAMN33828502.contig00007 len=286092
>SAMN33828502.contig00014 len=193304
>SAMN33828502.contig00015 len=168592
>SAMN33828502.contig00018 len=152241
>SAMN33828502.contig00021 len=128337
>SAMN33828502.contig00023 len=119059
>SAMN33828502.contig00032 len=72556
>SAMN33828502.contig00037 len=46126
>SAMN33828502.contig00038 len=32091
>SAMN33828502.contig00040 len=16146
>SAMN33828502.contig00041 len=15539
>SAMN33828502.contig00044 len=7930
>SAMN33828502.contig00047 len=5781
>SAMN33828502.contig00050 len=4555
>SAMN33828502.contig00052 len=3020
>SAMN33830175.contig00009 len=274119
>SAMN33830175.contig00012 len=180550
>SAMN33830175.contig00013 len=168468
>SAMN33830175.contig00014 len=163083
>SAMN33830175.contig00019 len=132586
>SAMN33830175.contig00026 len=97359
>SAMN33830175.contig00027 len=89416
>SAMN33830175.contig00030 len=66692
>SAMN33830175.contig00032 len=62479
>SAMN33830175.contig00035 len=33476
>SAMN33830175.contig00036 len=31654
>SAMN33830175.contig00037 len=20695
>SAMN33830175.contig00039 len=7809
>SAMN33830175.contig00046 len=3559
>SAMN33830178.contig00005 len=288634
>SAMN33830178.contig00010 len=187875
>SAMN33830178.contig00012 len=181003
>SAMN33830178.contig00015 len=153409
>SAMN33830178.contig00024 len=105818
>SAMN33830178.contig00025 len=104208
>SAMN33830178.contig00047 len=33838
>SAMN33830178.contig00048 len=29629
>SAMN33830178.contig00049 len=27842
>SAMN33830178.contig00052 len=23157
>SAMN33830178.contig00055 len=17817
>SAMN33830178.contig00057 len=14873
>SAMN33830178.contig00058 len=11705
>SAMN33830178.contig00063 len=3728
>SAMN33830178.contig00065 len=3045
>SAMN33830178.contig00068 len=2118
>SAMN33830178.contig00080 len=880
>SAMN33845270.contig00008 len=232322
>SAMN33845270.contig00009 len=214135
>SAMN33845270.contig00013 len=185333
>SAMN33845270.contig00023 len=99999
>SAMN33845270.contig00028 len=82313
>SAMN33845270.contig00037 len=53938
>SAMN33845270.contig00046 len=30883
>SAMN33845270.contig00052 len=15057
>SAMN33845270.contig00054 len=13267
>SAMN33845270.contig00055 len=13056
>SAMN33845270.contig00056 len=12876
>SAMN33845270.contig00060 len=11056
>SAMN33845270.contig00061 len=10804
>SAMN33845270.contig00063 len=10112
>SAMN33845270.contig00064 len=8815
>SAMN33845270.contig00071 len=5169
>SAMN33845270.contig00072 len=4248
>SAMN33845270.contig00073 len=3457
>SAMN33845270.contig00074 len=3293
>SAMN33845270.contig00075 len=2679
>SAMN33845283.contig00006 len=355948
>SAMN33845283.contig00015 len=169264
>SAMN33845283.contig00021 len=74500
>SAMN33845283.contig00024 len=46126
>SAMN33845283.contig00025 len=32091
>SAMN33845283.contig00026 len=16146
>SAMN33845283.contig00027 len=7930
>SAMN33845283.contig00028 len=5781
>SAMN33845283.contig00030 len=4555
>SAMN33845283.contig00031 len=3020
>SAMN33858864.contig00020 len=136039
>SAMN33858864.contig00021 len=129889
>SAMN33858864.contig00023 len=110263
>SAMN33858864.contig00024 len=109587
>SAMN33858864.contig00029 len=69703
>SAMN33858864.contig00031 len=66317
>SAMN33858864.contig00038 len=50505
>SAMN33858864.contig00042 len=44247
>SAMN33858864.contig00052 len=30140
>SAMN33858864.contig00057 len=22091
>SAMN33858864.contig00063 len=13004
>SAMN33858864.contig00066 len=10221
>SAMN33858864.contig00067 len=9608
>SAMN33858864.contig00069 len=8883
>SAMN33858864.contig00070 len=8153
>SAMN33858864.contig00071 len=7122
>SAMN33858864.contig00072 len=6250
>SAMN33858864.contig00075 len=3862
>SAMN33858864.contig00076 len=3809
>SAMN33858864.contig00077 len=3758
>SAMN33858864.contig00078 len=3580
>SAMN33858864.contig00079 len=3416
>SAMN33858864.contig00081 len=3204
>SAMN33858864.contig00083 len=3101
>SAMN33858864.contig00087 len=2692
>SAMN33905533.contig00011 len=236111
>SAMN33905533.contig00013 len=183381
>SAMN33905533.contig00020 len=60061
>SAMN33905533.contig00022 len=23209
>SAMN33905536.contig00011 len=212906
>SAMN33905536.contig00015 len=174356
>SAMN33905536.contig00016 len=163338
>SAMN33905536.contig00024 len=67230
>SAMN33905536.contig00026 len=52691
>SAMN33905537.contig00004 len=485805
>SAMN33905537.contig00007 len=384282
>SAMN33905537.contig00011 len=243072
>SAMN33905537.contig00013 len=226704
>SAMN33905537.contig00016 len=155726
>SAMN33905537.contig00027 len=8153
>SAMN33905537.contig00031 len=4263
>SAMN33905537.contig00033 len=2700
>SAMN33905538.contig00005 len=601508
>SAMN33905538.contig00016 len=48793
>SAMN33905538.contig00020 len=18453
>SAMN33905538.contig00023 len=14585
>SAMN33905538.contig00024 len=3684
>SAMN33905538.contig00029 len=2358
>SAMN33905538.contig00036 len=949
>SAMN33905538.contig00038 len=902
>SAMN33926972.contig00005 len=340045
>SAMN33926972.contig00011 len=227860
>SAMN33926972.contig00012 len=226959
>SAMN33926972.contig00016 len=159258
>SAMN33926972.contig00035 len=35610
>SAMN33926972.contig00041 len=8126
>SAMN33926972.contig00044 len=4748
>SAMN33926972.contig00047 len=3712
>SAMN33926972.contig00048 len=3424
>SAMN33926972.contig00049 len=2678
>SAMN33926972.contig00058 len=1009
>SAMN33926973.contig00005 len=340045
>SAMN33926973.contig00012 len=226660
>SAMN33926973.contig00015 len=159258
>SAMN33926973.contig00029 len=35610
>SAMN33926973.contig00033 len=8126
>SAMN33926973.contig00036 len=4748
>SAMN33926973.contig00038 len=3712
>SAMN33926973.contig00039 len=3424
>SAMN33926973.contig00040 len=2678
>SAMN33926973.contig00046 len=1009
>SAMN33926976.contig00008 len=316237
>SAMN33926976.contig00012 len=255264
>SAMN33926976.contig00013 len=196323
>SAMN33926976.contig00015 len=191567
>SAMN33926976.contig00017 len=188878
>SAMN33926976.contig00022 len=117032
>SAMN33926976.contig00029 len=60128
>SAMN33926976.contig00031 len=31632
>SAMN33926976.contig00033 len=8223
>SAMN33926976.contig00034 len=7038
>SAMN33926976.contig00039 len=2941
>SAMN33926976.contig00040 len=2807
>SAMN33926982.contig00004 len=353983
>SAMN33926982.contig00012 len=226705
>SAMN33926982.contig00017 len=167691
>SAMN33926982.contig00020 len=143999
>SAMN33926982.contig00024 len=92777
>SAMN33926982.contig00035 len=60529
>SAMN33926982.contig00041 len=42326
>SAMN33926982.contig00042 len=41563
>SAMN33926982.contig00043 len=35627
>SAMN33926982.contig00046 len=29366
>SAMN33926982.contig00050 len=20184
>SAMN33926982.contig00053 len=16350
>SAMN33926982.contig00057 len=8157
>SAMN33926982.contig00059 len=5470
>SAMN33926982.contig00061 len=5153
>SAMN33926982.contig00094 len=816
>SAMN33926983.contig00010 len=242579
>SAMN33926983.contig00011 len=212274
>SAMN33926983.contig00013 len=199135
>SAMN33926983.contig00015 len=173991
>SAMN33926983.contig00017 len=166997
>SAMN33926983.contig00020 len=130481
>SAMN33926983.contig00021 len=129782
>SAMN33926983.contig00029 len=76921
>SAMN33926983.contig00034 len=44844
>SAMN33926983.contig00042 len=20199
>SAMN33926983.contig00043 len=7821
>SAMN33926983.contig00046 len=6222
>SAMN33926983.contig00047 len=4498
>SAMN33926983.contig00051 len=3029
>SAMN33926983.contig00052 len=2579
>SAMN33926983.contig00111 len=291
>SAMN33939774.contig00004 len=369722
>SAMN33939774.contig00015 len=165636
>SAMN33939774.contig00017 len=143163
>SAMN33939774.contig00035 len=32621
>SAMN33939774.contig00039 len=28677
>SAMN33939774.contig00040 len=27707
>SAMN33939774.contig00041 len=23029
>SAMN33939774.contig00042 len=18646
>SAMN33939774.contig00044 len=15048
>SAMN33939774.contig00046 len=14378
>SAMN33939774.contig00047 len=14245
>SAMN33939774.contig00050 len=8486
>SAMN33939774.contig00052 len=6822
>SAMN33939774.contig00056 len=4523
>SAMN33939774.contig00060 len=2810
>SAMN33939774.contig00061 len=2724
>SAMN33939774.contig00062 len=2676
>SAMN33939774.contig00067 len=1800
>SAMN33939774.contig00068 len=1456
>SAMN33939774.contig00078 len=836
>SAMN33939774.contig00086 len=671
>SAMN33939774.contig00129 len=332
>SAMN33939774.contig00161 len=255
>SAMN33939828.contig00005 len=485805
>SAMN33939828.contig00008 len=386753
>SAMN33939828.contig00011 len=226728
>SAMN33939828.contig00019 len=100602
>SAMN33939828.contig00034 len=8153
>SAMN33939828.contig00053 len=716
>SAMN33939829.contig00008 len=222279
>SAMN33939829.contig00012 len=180996
>SAMN33939829.contig00017 len=97107
>SAMN33939829.contig00022 len=63152
>SAMN33939829.contig00023 len=61010
>SAMN33952807.contig00012 len=193264
>SAMN33952807.contig00013 len=169264
>SAMN33952807.contig00017 len=152240
