sample_accession	run_accession	assembly_accession	assembly_seqkit_sum	asm_pipe_filter	asm_fasta_on_osf	dataset	scientific_name	sylph_species_pre_202505	in_hq_pre_202505	sylph_species	sylph_filter	hq_filter	osf_tarball_filename	osf_tarball_url	aws_url	comments
SAMN34071048	SRR24092488	ERZ26485118	seqkit.v0.1_DLS_k0_489361084f58323aeeebd5624704ff53	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071048.fa.gz	
SAMN34071049	SRR24092487	ERZ26485123	seqkit.v0.1_DLS_k0_78aa50ac5fcf864e62e976d36ee06067	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071049.fa.gz	
SAMN34071050	SRR24092486	ERZ26485128	seqkit.v0.1_DLS_k0_f2b1655d10381901f290320ba403de06	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071050.fa.gz	
SAMN34071051	SRR24092485	ERZ26485131	seqkit.v0.1_DLS_k0_f251177692efa3b966e54f2988b38025	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071051.fa.gz	
SAMN34071052	SRR24092484	ERZ26485135	seqkit.v0.1_DLS_k0_43f0987d72b96d46f053ece365e76b2d	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071052.fa.gz	
SAMN34071053	SRR24092483	ERZ26485140	seqkit.v0.1_DLS_k0_a8491a38015ce0cc04dbabbda5e5435b	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071053.fa.gz	
SAMN34071054	SRR24092482	ERZ26485145	seqkit.v0.1_DLS_k0_1a7dd06a42f94f8fe34efb70ef6f6838	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071054.fa.gz	
SAMN34071055	SRR24092480	ERZ26485150	seqkit.v0.1_DLS_k0_49b4f452a460f6974657d8924f48e358	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071055.fa.gz	
SAMN34071056	SRR24092479	ERZ26485153	seqkit.v0.1_DLS_k0_c9c6febe225d8150677ea755814f8f24	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071056.fa.gz	
SAMN34071057	SRR24092478	ERZ26485158	seqkit.v0.1_DLS_k0_24a4e8c679cb5bdf69e37837cee4bee8	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071057.fa.gz	
SAMN34071058	SRR24092477	ERZ26485163	seqkit.v0.1_DLS_k0_7daa75bdecea5dc837730e7a97f65522	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071058.fa.gz	
SAMN34071059	SRR24092476	ERZ26485167	seqkit.v0.1_DLS_k0_bcc9e09e944d2f7bac431da6e4d8ba7f	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071059.fa.gz	
SAMN34071060	SRR24092475	ERZ26485172	seqkit.v0.1_DLS_k0_a0f1722fdcc4fc102bd08babdcd9fed4	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071060.fa.gz	
SAMN34071061	SRR24092474	ERZ26485177	seqkit.v0.1_DLS_k0_d43e958ab55ebbc4f35ee241a3410af8	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071061.fa.gz	
SAMN34071062	SRR24092473	ERZ26485182	seqkit.v0.1_DLS_k0_ecebc37cb83652a783883cf6314283fc	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071062.fa.gz	
SAMN34071063	SRR24092472	ERZ26485187	seqkit.v0.1_DLS_k0_43f9aad949c6d7f47ace7a964219ec72	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071063.fa.gz	
SAMN34071064	SRR24092471	ERZ26485192	seqkit.v0.1_DLS_k0_d73fbc6b952bedb1785b50a1f7c10b35	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071064.fa.gz	
SAMN34071065	SRR24092614	ERZ26485197	seqkit.v0.1_DLS_k0_bdc7f511063b565a9cf0d0d70a871e75	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071065.fa.gz	
SAMN34071066	SRR24092613	ERZ26485202	seqkit.v0.1_DLS_k0_5d277e5253acaccacad9ac95f79ecdc7	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071066.fa.gz	
SAMN34071067	SRR24092612	ERZ26485207	seqkit.v0.1_DLS_k0_88b8be070119b4852c925618691b5c9e	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071067.fa.gz	
SAMN34071068	SRR24092611	ERZ26485212	seqkit.v0.1_DLS_k0_37c9bd525f2d568cdb508ade56a2af22	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071068.fa.gz	
SAMN34071069	SRR24092610	ERZ26485217	seqkit.v0.1_DLS_k0_9280821df5d431f5c549e86d75a1ba0b	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071069.fa.gz	
SAMN34071070	SRR24092609	ERZ26485218	seqkit.v0.1_DLS_k0_b25a3b7d51629323640e2371b3f0f35b	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071070.fa.gz	
SAMN34071071	SRR24092608	ERZ26485223	seqkit.v0.1_DLS_k0_af2ac17e20e66b711fd538a58f196fa5	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071071.fa.gz	
SAMN34071072	SRR24092607	ERZ26485228	seqkit.v0.1_DLS_k0_8b6a765f75ac1de3554654ff0f60ffe8	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071072.fa.gz	
SAMN34071073	SRR24092606	ERZ26485233	seqkit.v0.1_DLS_k0_ade54ff9bb3efc44166ce31b25d98193	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071073.fa.gz	
SAMN34071074	SRR24092605	ERZ26485238	seqkit.v0.1_DLS_k0_d755a391aa60f6d1204c4bdaa944b66c	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071074.fa.gz	
SAMN34071075	SRR24092603	ERZ26485243	seqkit.v0.1_DLS_k0_c2f7affcd6502d5a9fb3d1b93833c075	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071075.fa.gz	
SAMN34071076	SRR24092602	ERZ26485248	seqkit.v0.1_DLS_k0_c34294454b658a9d13c011b509eec898	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071076.fa.gz	
SAMN34071077	SRR24092601	ERZ26485253	seqkit.v0.1_DLS_k0_082f8de017f15e19cc70881d389deba1	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071077.fa.gz	
SAMN34071078	SRR24092600	ERZ26485256	seqkit.v0.1_DLS_k0_198d03be2a12d527963dc613427fa325	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071078.fa.gz	
SAMN34071079	SRR24092599	ERZ26485261	seqkit.v0.1_DLS_k0_46ce1d19f11318ea52d82b261924b19f	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071079.fa.gz	
SAMN34071080	SRR24092598	ERZ26485266	seqkit.v0.1_DLS_k0_ec753f8a1348e151f16312e9f3525aee	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071080.fa.gz	
SAMN34071081	SRR24092597	ERZ26485271	seqkit.v0.1_DLS_k0_5fd285198b6859ee003fdb3873d90fd2	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071081.fa.gz	
SAMN34071082	SRR24092596	ERZ26485276	seqkit.v0.1_DLS_k0_5f2ff0f65eb2e4dad957f34b79b623ea	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071082.fa.gz	
SAMN34071083	SRR24092595	ERZ26485281	seqkit.v0.1_DLS_k0_93a3f0662506731cde08d09af1852832	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071083.fa.gz	
SAMN34071084	SRR24092594	ERZ26485286	seqkit.v0.1_DLS_k0_4125e440d81252bfe80453400b07a439	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071084.fa.gz	
SAMN34071085	SRR24092592	ERZ26485291	seqkit.v0.1_DLS_k0_8ae93e5055cbcc260b04c7aeb96bc61d	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071085.fa.gz	
SAMN34071086	SRR24092591	ERZ26485296	seqkit.v0.1_DLS_k0_500a15830c6e6bd36455d505af336463	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071086.fa.gz	
SAMN34071087	SRR24092590	ERZ26485301	seqkit.v0.1_DLS_k0_3bc21c0cf1f6a693abdeb4f477020c49	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071087.fa.gz	
SAMN34071088	SRR24092589	ERZ26485306	seqkit.v0.1_DLS_k0_349e38b0f2ecbabe99a2c96013f2947d	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071088.fa.gz	
SAMN34071089	SRR24092588	ERZ26485309	seqkit.v0.1_DLS_k0_8bc0c2d0cfc27abbed37bf1cae018516	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071089.fa.gz	
SAMN34071090	SRR24092587	ERZ26485314	seqkit.v0.1_DLS_k0_0e258c06f0ffa7b6cf1963f5025c5f9f	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071090.fa.gz	
SAMN34071091	SRR24092586	ERZ26485317	seqkit.v0.1_DLS_k0_a658bc049b5ec36420dd5a0d23d0ade7	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071091.fa.gz	
SAMN34071092	SRR24092585	ERZ26485321	seqkit.v0.1_DLS_k0_dbfbecd845b2fde4726d79b7c6bf923a	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071092.fa.gz	
SAMN34071093	SRR24092584	ERZ26485326	seqkit.v0.1_DLS_k0_f9392cc062a239d674da4ccd3b02a41f	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071093.fa.gz	
SAMN34071094	SRR24092583	ERZ26485330	seqkit.v0.1_DLS_k0_73647229d7eeadadd37798c8b458d3bb	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071094.fa.gz	
SAMN34071095	SRR24092581	ERZ26485334	seqkit.v0.1_DLS_k0_05587871286c3a025061324201f1e3ab	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071095.fa.gz	
SAMN34071096	SRR24092580	ERZ26485339	seqkit.v0.1_DLS_k0_1c0c41b161e8fe7070ee6414cb695411	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071096.fa.gz	
SAMN34071097	SRR24092579	ERZ26485344	seqkit.v0.1_DLS_k0_cc7417f356ae46121ff5bd21739eb518	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071097.fa.gz	
SAMN34071098	SRR24092578	ERZ26485347	seqkit.v0.1_DLS_k0_33f54ee6238bb39a3164b899f640ebc1	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071098.fa.gz	
SAMN34071099	SRR24092577	ERZ26485351	seqkit.v0.1_DLS_k0_5e44147e951af308cea37843bf8c725f	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071099.fa.gz	
SAMN34071100	SRR24092576	ERZ26485354	seqkit.v0.1_DLS_k0_611069c1be98375263884e113e130bc3	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071100.fa.gz	
SAMN34071101	SRR24092575	ERZ26485359	seqkit.v0.1_DLS_k0_187288cc02aa2bf56a03cfcd7b6707d7	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071101.fa.gz	
SAMN34071102	SRR24092574	ERZ26485364	seqkit.v0.1_DLS_k0_c7d0d3271b272c3e4e0aed5bec50f42a	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071102.fa.gz	
SAMN34071103	SRR24092573	ERZ26485369	seqkit.v0.1_DLS_k0_ce2c3bf6367212e1b6a7ea413ffa16cd	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071103.fa.gz	
SAMN34071104	SRR24092572	ERZ26485374	seqkit.v0.1_DLS_k0_e560a301c731b651eda3f795f4058e41	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071104.fa.gz	
SAMN34071105	SRR24092570	ERZ26485379	seqkit.v0.1_DLS_k0_c43136602fe6e5f200ba1c4e4bb6363d	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071105.fa.gz	
SAMN34071106	SRR24092569	ERZ26485383	seqkit.v0.1_DLS_k0_eef5f57e0e9c2f57418d776507e00f98	PASS	1	Incr_release.202408	Pseudomonas aeruginosa	Pseudomonas aeruginosa	T	Pseudomonas aeruginosa	PASS	PASS	atb.assembly.incr_release.202408.batch.146.tar.xz	https://osf.io/download/66d9b6faf69050cdc3a3d1d2/	https://allthebacteria-assemblies.s3.eu-west-2.amazonaws.com/SAMN34071106.fa.gz	
